id_equipement_client,id_client,constructeur,modele_terminal,imei,imsi_sim_tag_code,iccid_sim_card,type_carte_sim,compatible_5g,compatible_5g_standalone,annee_commercialisation,date_premiere_connexion_reseau
EQP-01446,CLI-01446,Apple,iPhone 14 5G,353531505064173,208101431749646,893310231733465696,eSIM Virtuelle,True,False,2023,2023-02-09
EQP-01447,CLI-01447,Apple,iPhone 15 Pro 5G,359685221554558,208104703113323,893310754766472392,Nano-SIM Physique,True,True,2025,2023-01-25
EQP-01448,CLI-01448,Apple,iPhone 15 Pro 5G,356805263896001,208106731153438,893310606712617822,Nano-SIM Physique,True,True,2024,2023-01-07
EQP-01449,CLI-01449,Cisco,Routeur 5G Pro Industrial,352174316603511,208103717634830,893310846510119770,Nano-SIM Physique,True,True,2023,2023-04-10
EQP-01450,CLI-01450,Samsung,Galaxy S24 Ultra 5G,354749319019520,208108980823556,893310847113790765,Nano-SIM Physique,True,True,2023,2023-06-21
EQP-01451,CLI-01451,Apple,iPhone 15 Pro 5G,353242737309183,208107187740256,893310985751399505,eSIM Virtuelle,True,True,2025,2023-04-12
EQP-01452,CLI-01452,Samsung,Galaxy S24 Ultra 5G,356471176096723,208104678573894,893310132143809514,Nano-SIM Physique,True,True,2024,2023-03-21
EQP-01453,CLI-01453,Samsung,Galaxy A55 5G,351350816740987,208104353402093,893310581690027817,eSIM Virtuelle,True,False,2024,2023-01-07
EQP-01454,CLI-01454,Samsung,Galaxy A55 5G,356511068495442,208108920956604,893310259168626021,eSIM Virtuelle,True,False,2023,2023-08-25
EQP-01455,CLI-01455,Xiaomi,Xiaomi 13 Pro 5G,356893874151109,208109586864578,893310681782504936,Nano-SIM Physique,True,False,2023,2023-02-11
EQP-01456,CLI-01456,Google,Pixel 8 Pro 5G,354367981810613,208107454768110,893310214538506168,eSIM Virtuelle,True,True,2023,2023-06-10
EQP-01457,CLI-01457,Xiaomi,Xiaomi 13 Pro 5G,358076149355507,208108959970145,893310774765940340,eSIM Virtuelle,True,False,2024,2024-06-07
EQP-01458,CLI-01458,Apple,iPhone 15 Pro 5G,358024043473565,208102434424244,893310751847743071,Nano-SIM Physique,True,True,2023,2024-07-07
EQP-01459,CLI-01459,Cisco,Routeur 5G Pro Industrial,355274682731909,208109378604315,893310579145512918,eSIM Virtuelle,True,True,2023,2023-09-19
EQP-01460,CLI-01460,Xiaomi,Xiaomi 13 Pro 5G,355963629796190,208108783885629,893310892543729133,Nano-SIM Physique,True,False,2023,2024-06-20
EQP-01461,CLI-01461,Google,Pixel 8 Pro 5G,351910864626302,208103448030004,893310942622231121,eSIM Virtuelle,True,True,2023,2023-06-02
EQP-01462,CLI-01462,Samsung,Galaxy S24 Ultra 5G,351385338312268,208102985237871,893310440874948552,Nano-SIM Physique,True,True,2024,2024-07-19
EQP-01463,CLI-01463,Apple,iPhone 14 5G,352802402744593,208104715602074,893310458008473691,eSIM Virtuelle,True,False,2024,2023-03-15
EQP-01464,CLI-01464,Google,Pixel 8 Pro 5G,352842779085514,208109193057225,893310977533443489,Nano-SIM Physique,True,True,2025,2023-09-19
EQP-01465,CLI-01465,Samsung,Galaxy A55 5G,352761082389550,208109045915087,893310389928271426,Nano-SIM Physique,True,False,2025,2023-11-28
EQP-01466,CLI-01466,Apple,iPhone 14 5G,356741569527666,208102190016507,893310533869011705,eSIM Virtuelle,True,False,2023,2023-05-17
EQP-01467,CLI-01467,Xiaomi,Xiaomi 13 Pro 5G,357146137408060,208109920615650,893310353215974691,Nano-SIM Physique,True,False,2025,2023-06-20
EQP-01468,CLI-01468,Xiaomi,Xiaomi 13 Pro 5G,353607593593996,208101510229748,893310690957013420,Nano-SIM Physique,True,False,2024,2024-01-06
EQP-01469,CLI-01469,Apple,iPhone 14 5G,359732166236328,208106890640707,893310860354469261,Nano-SIM Physique,True,False,2024,2024-01-11
EQP-01470,CLI-01470,Xiaomi,Xiaomi 13 Pro 5G,352734702388518,208107751697024,893310805426232037,eSIM Virtuelle,True,False,2023,2024-07-18
EQP-01471,CLI-01471,Google,Pixel 8 Pro 5G,355067316132216,208101199877278,893310999748560709,eSIM Virtuelle,True,True,2024,2023-11-19
EQP-01472,CLI-01472,Google,Pixel 8 Pro 5G,359181604213559,208104650615652,893310562384993354,eSIM Virtuelle,True,True,2025,2023-04-02
EQP-01473,CLI-01473,Samsung,Galaxy S24 Ultra 5G,358800248224753,208105426305874,893310108159682841,eSIM Virtuelle,True,True,2025,2023-02-06
EQP-01474,CLI-01474,Cisco,Routeur 5G Pro Industrial,351832763672088,208102457217223,893310991678866851,Nano-SIM Physique,True,True,2023,2023-03-24
EQP-01475,CLI-01475,Cisco,Routeur 5G Pro Industrial,352320108459136,208102923005759,893310602360989285,eSIM Virtuelle,True,True,2023,2024-03-31
EQP-01476,CLI-01476,Apple,iPhone 15 Pro 5G,358186927415430,208107722918477,893310528685912401,Nano-SIM Physique,True,True,2025,2024-01-01
EQP-01477,CLI-01477,Xiaomi,Xiaomi 13 Pro 5G,358976496604312,208102526362009,893310870964298681,eSIM Virtuelle,True,False,2025,2024-05-09
EQP-01478,CLI-01478,Xiaomi,Xiaomi 13 Pro 5G,351824426340153,208104442123633,893310274154283393,Nano-SIM Physique,True,False,2023,2024-04-13
EQP-01479,CLI-01479,Xiaomi,Xiaomi 13 Pro 5G,357430139216494,208109802051710,893310442705667937,eSIM Virtuelle,True,False,2024,2023-05-27
EQP-01480,CLI-01480,Samsung,Galaxy A55 5G,352082283422181,208101190860077,893310538171219298,eSIM Virtuelle,True,False,2024,2024-03-31
EQP-01481,CLI-01481,Xiaomi,Xiaomi 13 Pro 5G,357356041477320,208108682053005,893310587293929478,Nano-SIM Physique,True,False,2023,2024-02-22
EQP-01482,CLI-01482,Apple,iPhone 14 5G,355456338761287,208104890860173,893310778994204448,eSIM Virtuelle,True,False,2025,2023-03-14
EQP-01483,CLI-01483,Samsung,Galaxy A55 5G,354421014106708,208109531318318,893310668965706626,eSIM Virtuelle,True,False,2025,2023-09-17
EQP-01484,CLI-01484,Google,Pixel 8 Pro 5G,357379918331536,208106291571426,893310913704722592,eSIM Virtuelle,True,True,2024,2023-11-28
EQP-01485,CLI-01485,Google,Pixel 8 Pro 5G,354559854493736,208109592082578,893310351695795819,eSIM Virtuelle,True,True,2023,2023-12-01
EQP-01486,CLI-01486,Apple,iPhone 15 Pro 5G,355116426297213,208104872010230,893310329277126046,eSIM Virtuelle,True,True,2024,2024-07-28
EQP-01487,CLI-01487,Samsung,Galaxy A55 5G,353894724048457,208109714529811,893310606407115603,Nano-SIM Physique,True,False,2024,2024-05-16
EQP-01488,CLI-01488,Samsung,Galaxy S24 Ultra 5G,353876979565333,208107727569631,893310883986240247,Nano-SIM Physique,True,True,2025,2023-08-30
EQP-01489,CLI-01489,Google,Pixel 8 Pro 5G,355099291838505,208109489156686,893310176132788956,Nano-SIM Physique,True,True,2025,2023-09-08
EQP-01490,CLI-01490,Cisco,Routeur 5G Pro Industrial,359589805259549,208106115235275,893310501100112363,Nano-SIM Physique,True,True,2024,2024-03-21
EQP-01491,CLI-01491,Apple,iPhone 14 5G,351753463066819,208101821271673,893310621458160064,eSIM Virtuelle,True,False,2024,2023-02-14
EQP-01492,CLI-01492,Xiaomi,Xiaomi 13 Pro 5G,358561484417051,208106469902587,893310945354134943,eSIM Virtuelle,True,False,2024,2024-06-15
EQP-01493,CLI-01493,Cisco,Routeur 5G Pro Industrial,358203487803345,208104517214294,893310372841960583,Nano-SIM Physique,True,True,2024,2024-06-02
EQP-01494,CLI-01494,Samsung,Galaxy S24 Ultra 5G,354568808002090,208101408758349,893310170655624167,Nano-SIM Physique,True,True,2025,2023-04-02
EQP-01495,CLI-01495,Apple,iPhone 14 5G,353783638569466,208108381883055,893310938614962061,Nano-SIM Physique,True,False,2024,2024-03-27
EQP-01496,CLI-01496,Samsung,Galaxy S24 Ultra 5G,352155044845603,208103831478318,893310942923517740,Nano-SIM Physique,True,True,2025,2024-08-07
EQP-01497,CLI-01497,Samsung,Galaxy A55 5G,354471480104100,208108569018373,893310607608265840,eSIM Virtuelle,True,False,2023,2024-08-05
EQP-01498,CLI-01498,Apple,iPhone 14 5G,359878077443893,208109670549528,893310156292203492,Nano-SIM Physique,True,False,2024,2024-06-27
EQP-01499,CLI-01499,Cisco,Routeur 5G Pro Industrial,358213937510596,208105845143555,893310809118603445,Nano-SIM Physique,True,True,2023,2024-01-21
EQP-01500,CLI-01500,Samsung,Galaxy S24 Ultra 5G,356215510150450,208106830023717,893310208798537393,eSIM Virtuelle,True,True,2023,2024-02-15
EQP-01501,CLI-01501,Apple,iPhone 15 Pro 5G,352363699880672,208105690493066,893310829164292450,Nano-SIM Physique,True,True,2023,2023-01-05
EQP-01502,CLI-01502,Samsung,Galaxy A55 5G,353520919101237,208102873150909,893310926437991171,Nano-SIM Physique,True,False,2024,2024-04-14
EQP-01503,CLI-01503,Samsung,Galaxy A55 5G,355364389999013,208104290233093,893310395156617525,eSIM Virtuelle,True,False,2023,2023-10-09
EQP-01504,CLI-01504,Apple,iPhone 15 Pro 5G,357722920752200,208102768480385,893310287252776537,eSIM Virtuelle,True,True,2025,2023-05-17
EQP-01505,CLI-01505,Cisco,Routeur 5G Pro Industrial,351832965340970,208107586243927,893310952566576302,Nano-SIM Physique,True,True,2023,2023-12-16
EQP-01506,CLI-01506,Samsung,Galaxy S24 Ultra 5G,359435658395260,208106609247894,893310521995589352,eSIM Virtuelle,True,True,2023,2023-06-15
EQP-01507,CLI-01507,Google,Pixel 8 Pro 5G,354268175462212,208105089444135,893310658990270386,eSIM Virtuelle,True,True,2024,2023-01-04
EQP-01508,CLI-01508,Apple,iPhone 14 5G,353408727609637,208109035524756,893310136209719638,Nano-SIM Physique,True,False,2024,2024-05-09
EQP-01509,CLI-01509,Xiaomi,Xiaomi 13 Pro 5G,353518761733125,208106851034967,893310786907324233,eSIM Virtuelle,True,False,2024,2023-01-24
EQP-01510,CLI-01510,Xiaomi,Xiaomi 13 Pro 5G,357638514760828,208101327458253,893310479404436410,Nano-SIM Physique,True,False,2025,2023-09-22
EQP-01511,CLI-01511,Samsung,Galaxy S24 Ultra 5G,353862642769665,208103548754530,893310385220581049,Nano-SIM Physique,True,True,2025,2024-07-10
EQP-01512,CLI-01512,Xiaomi,Xiaomi 13 Pro 5G,352526289185224,208105164833742,893310988361323381,Nano-SIM Physique,True,False,2025,2023-09-29
EQP-01513,CLI-01513,Samsung,Galaxy S24 Ultra 5G,358890267836364,208105839483946,893310131678816160,Nano-SIM Physique,True,True,2024,2024-03-18
EQP-01514,CLI-01514,Apple,iPhone 15 Pro 5G,351597848813762,208108249496920,893310845163860814,Nano-SIM Physique,True,True,2023,2024-01-10
EQP-01515,CLI-01515,Apple,iPhone 14 5G,353726911113034,208102355491977,893310603696656331,Nano-SIM Physique,True,False,2024,2023-02-27
EQP-01516,CLI-01516,Xiaomi,Xiaomi 13 Pro 5G,353792306813408,208102853042803,893310625889594510,eSIM Virtuelle,True,False,2024,2024-01-21
EQP-01517,CLI-01517,Apple,iPhone 15 Pro 5G,357054618622236,208109519988735,893310539130447704,eSIM Virtuelle,True,True,2023,2024-08-13
EQP-01518,CLI-01518,Apple,iPhone 14 5G,351125450469419,208103039273773,893310222685165818,eSIM Virtuelle,True,False,2023,2024-07-25
EQP-01519,CLI-01519,Apple,iPhone 15 Pro 5G,351579844048142,208105915820954,893310825548209574,Nano-SIM Physique,True,True,2023,2023-05-16
EQP-01520,CLI-01520,Google,Pixel 8 Pro 5G,358828932427377,208104885955743,893310120525259060,Nano-SIM Physique,True,True,2025,2024-08-16
EQP-01521,CLI-01521,Samsung,Galaxy A55 5G,354553376025686,208109743604027,893310311213771116,Nano-SIM Physique,True,False,2025,2024-02-15
EQP-01522,CLI-01522,Apple,iPhone 14 5G,351315857844775,208101169767428,893310692019068215,eSIM Virtuelle,True,False,2024,2023-07-19
EQP-01523,CLI-01523,Apple,iPhone 14 5G,354764236491259,208104896129823,893310138513198410,Nano-SIM Physique,True,False,2025,2023-07-31
EQP-01524,CLI-01524,Apple,iPhone 14 5G,355436152475941,208102633631900,893310155788614653,eSIM Virtuelle,True,False,2025,2024-03-22
EQP-01525,CLI-01525,Samsung,Galaxy S24 Ultra 5G,354227077018376,208108837261885,893310486656036835,Nano-SIM Physique,True,True,2025,2023-10-25
EQP-01526,CLI-01526,Cisco,Routeur 5G Pro Industrial,359570932624444,208108771699513,893310673534130553,Nano-SIM Physique,True,True,2025,2023-10-13
EQP-01527,CLI-01527,Xiaomi,Xiaomi 13 Pro 5G,358626219028662,208106999534456,893310502060060298,eSIM Virtuelle,True,False,2024,2024-05-31
EQP-01528,CLI-01528,Xiaomi,Xiaomi 13 Pro 5G,355375532453807,208107883664702,893310236750015722,eSIM Virtuelle,True,False,2025,2023-10-15
EQP-01529,CLI-01529,Cisco,Routeur 5G Pro Industrial,351989589755783,208103707076084,893310557157855430,Nano-SIM Physique,True,True,2024,2024-08-19
EQP-01530,CLI-01530,Xiaomi,Xiaomi 13 Pro 5G,358803474716678,208105113435265,893310935219242192,Nano-SIM Physique,True,False,2024,2023-07-19
EQP-01531,CLI-01531,Apple,iPhone 14 5G,355543983024705,208104264476691,893310376170596011,Nano-SIM Physique,True,False,2025,2024-02-20
EQP-01532,CLI-01532,Google,Pixel 8 Pro 5G,351535836172428,208107951326669,893310427253014966,Nano-SIM Physique,True,True,2025,2024-07-20
EQP-01533,CLI-01533,Samsung,Galaxy S24 Ultra 5G,354246962357698,208103896204228,893310604014591915,Nano-SIM Physique,True,True,2024,2023-01-27
EQP-01534,CLI-01534,Apple,iPhone 14 5G,356172804628781,208102867311068,893310820845499428,eSIM Virtuelle,True,False,2024,2023-12-24
EQP-01535,CLI-01535,Xiaomi,Xiaomi 13 Pro 5G,352677358577661,208103263329736,893310569906811037,eSIM Virtuelle,True,False,2025,2023-07-02
EQP-01536,CLI-01536,Apple,iPhone 14 5G,359432819322122,208108111582037,893310203713411796,Nano-SIM Physique,True,False,2023,2023-08-03
EQP-01537,CLI-01537,Apple,iPhone 14 5G,358217537045185,208106118557037,893310559521367828,Nano-SIM Physique,True,False,2023,2024-04-07
EQP-01538,CLI-01538,Google,Pixel 8 Pro 5G,359594878959336,208102758568399,893310810724834737,eSIM Virtuelle,True,True,2023,2024-07-15
EQP-01539,CLI-01539,Samsung,Galaxy A55 5G,352087753554239,208109711797542,893310719577730481,Nano-SIM Physique,True,False,2025,2023-09-09
EQP-01540,CLI-01540,Samsung,Galaxy S24 Ultra 5G,351576195053486,208104872385109,893310560907006004,Nano-SIM Physique,True,True,2025,2024-07-26
EQP-01541,CLI-01541,Cisco,Routeur 5G Pro Industrial,352311586965699,208104065809754,893310781959194312,eSIM Virtuelle,True,True,2024,2023-10-03
EQP-01542,CLI-01542,Xiaomi,Xiaomi 13 Pro 5G,358440782251636,208104972516273,893310179533695971,eSIM Virtuelle,True,False,2025,2024-06-19
EQP-01543,CLI-01543,Google,Pixel 8 Pro 5G,357525358640491,208105144717951,893310151593468236,Nano-SIM Physique,True,True,2024,2023-11-07
EQP-01544,CLI-01544,Google,Pixel 8 Pro 5G,351477997199658,208103425747209,893310774718291011,Nano-SIM Physique,True,True,2025,2024-07-13
EQP-01545,CLI-01545,Google,Pixel 8 Pro 5G,352558895175085,208105650526341,893310572856382966,Nano-SIM Physique,True,True,2024,2024-04-23
EQP-01546,CLI-01546,Cisco,Routeur 5G Pro Industrial,358662107358164,208108535759713,893310764862196769,eSIM Virtuelle,True,True,2024,2023-02-09
EQP-01547,CLI-01547,Apple,iPhone 14 5G,358502760535089,208103180774160,893310189671952884,Nano-SIM Physique,True,False,2024,2023-11-01
EQP-01548,CLI-01548,Samsung,Galaxy S24 Ultra 5G,353746852003405,208105185227948,893310101998118914,eSIM Virtuelle,True,True,2025,2023-06-04
EQP-01549,CLI-01549,Samsung,Galaxy S24 Ultra 5G,358946377391852,208107818286354,893310179060119659,Nano-SIM Physique,True,True,2025,2023-07-24
EQP-01550,CLI-01550,Samsung,Galaxy A55 5G,352554595571738,208104332175235,893310191405836053,Nano-SIM Physique,True,False,2024,2024-06-12
EQP-01551,CLI-01551,Xiaomi,Xiaomi 13 Pro 5G,352797450615948,208105351762021,893310989710298107,eSIM Virtuelle,True,False,2025,2023-11-23
EQP-01552,CLI-01552,Apple,iPhone 14 5G,354586649519791,208105152954520,893310903729364704,Nano-SIM Physique,True,False,2024,2023-01-03
EQP-01553,CLI-01553,Apple,iPhone 15 Pro 5G,357404899677850,208106479782589,893310761799176177,eSIM Virtuelle,True,True,2024,2023-09-19
EQP-01554,CLI-01554,Apple,iPhone 15 Pro 5G,356563154324474,208101119643480,893310728104571402,Nano-SIM Physique,True,True,2023,2023-05-19
EQP-01555,CLI-01555,Samsung,Galaxy A55 5G,354547761148028,208108159001457,893310313441787082,eSIM Virtuelle,True,False,2023,2024-07-14
EQP-01556,CLI-01556,Google,Pixel 8 Pro 5G,358842241542007,208106902651539,893310441648276913,eSIM Virtuelle,True,True,2025,2024-06-20
EQP-01557,CLI-01557,Cisco,Routeur 5G Pro Industrial,357532236645402,208105052739627,893310792339453556,Nano-SIM Physique,True,True,2023,2023-10-29
EQP-01558,CLI-01558,Google,Pixel 8 Pro 5G,359590015354309,208105105129276,893310821132089351,Nano-SIM Physique,True,True,2023,2023-09-17
EQP-01559,CLI-01559,Xiaomi,Xiaomi 13 Pro 5G,353089945692924,208109758979915,893310314760603532,eSIM Virtuelle,True,False,2025,2023-01-17
EQP-01560,CLI-01560,Apple,iPhone 14 5G,355510781522360,208104622629176,893310427084405224,eSIM Virtuelle,True,False,2023,2023-12-20
EQP-01561,CLI-01561,Cisco,Routeur 5G Pro Industrial,351481250267463,208108800175897,893310568592160611,eSIM Virtuelle,True,True,2024,2023-07-08
EQP-01562,CLI-01562,Samsung,Galaxy S24 Ultra 5G,357631772596205,208106003321435,893310695868692635,Nano-SIM Physique,True,True,2024,2024-03-09
EQP-01563,CLI-01563,Samsung,Galaxy S24 Ultra 5G,355537197934294,208104325764841,893310356858331304,Nano-SIM Physique,True,True,2023,2023-04-30
EQP-01564,CLI-01564,Samsung,Galaxy S24 Ultra 5G,358370961887802,208105744762990,893310247145426216,Nano-SIM Physique,True,True,2025,2023-12-29
EQP-01565,CLI-01565,Google,Pixel 8 Pro 5G,358109103133912,208106676790005,893310540491100353,Nano-SIM Physique,True,True,2024,2023-03-10
EQP-01566,CLI-01566,Cisco,Routeur 5G Pro Industrial,358483060528234,208106233487215,893310430834138940,Nano-SIM Physique,True,True,2025,2024-01-25
EQP-01567,CLI-01567,Google,Pixel 8 Pro 5G,353342294863900,208101418947416,893310953670422260,Nano-SIM Physique,True,True,2024,2023-11-12
EQP-01568,CLI-01568,Samsung,Galaxy S24 Ultra 5G,357553815563403,208101231161330,893310329546950131,Nano-SIM Physique,True,True,2025,2024-02-10
EQP-01569,CLI-01569,Samsung,Galaxy A55 5G,352590386440874,208101945274634,893310891621176358,Nano-SIM Physique,True,False,2024,2023-09-06
EQP-01570,CLI-01570,Samsung,Galaxy S24 Ultra 5G,357496398008653,208107850373381,893310308633858990,eSIM Virtuelle,True,True,2024,2023-10-10
EQP-01571,CLI-01571,Apple,iPhone 15 Pro 5G,355267627037465,208105781156094,893310534540059969,Nano-SIM Physique,True,True,2025,2023-12-29
EQP-01572,CLI-01572,Google,Pixel 8 Pro 5G,358467349675844,208104848532465,893310779547532305,Nano-SIM Physique,True,True,2023,2023-05-02
EQP-01573,CLI-01573,Xiaomi,Xiaomi 13 Pro 5G,353750112380201,208103132853761,893310370769438084,Nano-SIM Physique,True,False,2024,2024-04-07
EQP-01574,CLI-01574,Apple,iPhone 15 Pro 5G,352598640534941,208108057080912,893310159809072917,Nano-SIM Physique,True,True,2025,2023-05-31
EQP-01575,CLI-01575,Samsung,Galaxy A55 5G,357323654922240,208109580153150,893310407602460431,Nano-SIM Physique,True,False,2025,2023-09-17
EQP-01576,CLI-01576,Xiaomi,Xiaomi 13 Pro 5G,356222235011963,208109752989526,893310795845938786,Nano-SIM Physique,True,False,2023,2024-08-02
EQP-01577,CLI-01577,Xiaomi,Xiaomi 13 Pro 5G,356371703233004,208107350117271,893310967013491345,Nano-SIM Physique,True,False,2025,2024-03-25
EQP-01578,CLI-01578,Samsung,Galaxy A55 5G,356780822802199,208104373196729,893310384148520421,Nano-SIM Physique,True,False,2025,2023-01-16
EQP-01579,CLI-01579,Samsung,Galaxy S24 Ultra 5G,352319169030695,208106655209691,893310668312378373,Nano-SIM Physique,True,True,2025,2023-05-30
EQP-01580,CLI-01580,Xiaomi,Xiaomi 13 Pro 5G,351276050966669,208104695127932,893310859970934277,eSIM Virtuelle,True,False,2024,2024-03-01
EQP-01581,CLI-01581,Apple,iPhone 14 5G,351881079248388,208106543863826,893310804019633068,Nano-SIM Physique,True,False,2023,2023-02-01
EQP-01582,CLI-01582,Samsung,Galaxy A55 5G,354447233195593,208104504040568,893310148603947087,Nano-SIM Physique,True,False,2023,2024-05-09
EQP-01583,CLI-01583,Samsung,Galaxy A55 5G,356788330462536,208104218132334,893310753755637368,Nano-SIM Physique,True,False,2024,2023-08-27
EQP-01584,CLI-01584,Apple,iPhone 15 Pro 5G,351695017782404,208105151599123,893310365479921874,Nano-SIM Physique,True,True,2025,2024-07-07
EQP-01585,CLI-01585,Samsung,Galaxy S24 Ultra 5G,354469999790885,208108793641041,893310231646195597,Nano-SIM Physique,True,True,2023,2024-03-03
EQP-01586,CLI-01586,Xiaomi,Xiaomi 13 Pro 5G,357950950397989,208108162684436,893310899505803884,Nano-SIM Physique,True,False,2025,2023-01-21
EQP-01587,CLI-01587,Xiaomi,Xiaomi 13 Pro 5G,354790096310223,208101278058483,893310107916511769,eSIM Virtuelle,True,False,2025,2023-09-15
EQP-01588,CLI-01588,Google,Pixel 8 Pro 5G,354765774262828,208109851429784,893310277050618108,Nano-SIM Physique,True,True,2024,2024-06-20
EQP-01589,CLI-01589,Samsung,Galaxy S24 Ultra 5G,354156958448871,208101927377896,893310421760753004,Nano-SIM Physique,True,True,2025,2023-07-26
EQP-01590,CLI-01590,Apple,iPhone 14 5G,359829101484902,208107045020331,893310417627162114,eSIM Virtuelle,True,False,2025,2023-03-02
EQP-01591,CLI-01591,Apple,iPhone 14 5G,356953891024469,208102657482468,893310886459570577,eSIM Virtuelle,True,False,2024,2023-07-29
EQP-01592,CLI-01592,Xiaomi,Xiaomi 13 Pro 5G,358643413301277,208103428423057,893310409562142875,eSIM Virtuelle,True,False,2024,2023-09-11
EQP-01593,CLI-01593,Cisco,Routeur 5G Pro Industrial,355741716208407,208107979702512,893310160629351837,eSIM Virtuelle,True,True,2024,2023-03-05
EQP-01594,CLI-01594,Samsung,Galaxy S24 Ultra 5G,356721330007069,208104921395271,893310788556579311,Nano-SIM Physique,True,True,2023,2023-01-10
EQP-01595,CLI-01595,Cisco,Routeur 5G Pro Industrial,351062726885367,208105602382751,893310873678285204,eSIM Virtuelle,True,True,2024,2023-12-17
EQP-01596,CLI-01596,Samsung,Galaxy S24 Ultra 5G,356384605049232,208105457268530,893310440858345731,eSIM Virtuelle,True,True,2025,2023-09-14
EQP-01597,CLI-01597,Xiaomi,Xiaomi 13 Pro 5G,355402766001995,208106020285226,893310351974107364,Nano-SIM Physique,True,False,2025,2024-06-20
EQP-01598,CLI-01598,Apple,iPhone 15 Pro 5G,355597109275948,208109366267002,893310767363047643,eSIM Virtuelle,True,True,2023,2023-01-31
EQP-01599,CLI-01599,Cisco,Routeur 5G Pro Industrial,351798309944510,208105740799472,893310116495760811,Nano-SIM Physique,True,True,2023,2023-04-22
EQP-01600,CLI-01600,Google,Pixel 8 Pro 5G,354991514799951,208106032524530,893310659787641842,eSIM Virtuelle,True,True,2023,2023-01-02
EQP-01601,CLI-01601,Samsung,Galaxy S24 Ultra 5G,356518338315081,208108023379653,893310831220126669,Nano-SIM Physique,True,True,2023,2023-09-08
EQP-01602,CLI-01602,Google,Pixel 8 Pro 5G,352017521989037,208107309925782,893310110785056096,Nano-SIM Physique,True,True,2023,2023-07-21
EQP-01603,CLI-01603,Samsung,Galaxy A55 5G,357868086780674,208101228302321,893310768101307143,Nano-SIM Physique,True,False,2024,2023-09-04
EQP-01604,CLI-01604,Cisco,Routeur 5G Pro Industrial,356424680704293,208103009180421,893310892651172579,Nano-SIM Physique,True,True,2024,2024-04-25
EQP-01605,CLI-01605,Cisco,Routeur 5G Pro Industrial,353287446606059,208102129620928,893310111391507273,Nano-SIM Physique,True,True,2024,2023-09-15
EQP-01606,CLI-01606,Apple,iPhone 15 Pro 5G,356707587846117,208105768372694,893310237142040659,eSIM Virtuelle,True,True,2023,2023-02-12
EQP-01607,CLI-01607,Samsung,Galaxy A55 5G,354843514424334,208101250798781,893310302730373523,Nano-SIM Physique,True,False,2025,2023-02-06
EQP-01608,CLI-01608,Samsung,Galaxy S24 Ultra 5G,351630059867162,208108845287154,893310936146103394,Nano-SIM Physique,True,True,2024,2024-04-10
EQP-01609,CLI-01609,Cisco,Routeur 5G Pro Industrial,352080642499771,208104165684086,893310783636923888,Nano-SIM Physique,True,True,2025,2023-09-04
EQP-01610,CLI-01610,Google,Pixel 8 Pro 5G,353842043303211,208101335530263,893310194592941484,Nano-SIM Physique,True,True,2023,2023-11-20
EQP-01611,CLI-01611,Google,Pixel 8 Pro 5G,352185321178669,208101603429406,893310865519177121,eSIM Virtuelle,True,True,2025,2023-03-28
EQP-01612,CLI-01612,Samsung,Galaxy A55 5G,357023399295178,208102096432881,893310361533319487,eSIM Virtuelle,True,False,2025,2024-03-06
EQP-01613,CLI-01613,Apple,iPhone 15 Pro 5G,355685411189489,208109473050668,893310769259724940,Nano-SIM Physique,True,True,2023,2023-12-27
EQP-01614,CLI-01614,Samsung,Galaxy S24 Ultra 5G,354130620692929,208106395539053,893310895772878753,Nano-SIM Physique,True,True,2025,2023-03-10
EQP-01615,CLI-01615,Apple,iPhone 14 5G,352566394487438,208105683183697,893310372346944276,Nano-SIM Physique,True,False,2023,2024-05-21
EQP-01616,CLI-01616,Cisco,Routeur 5G Pro Industrial,352185607555453,208104362401622,893310217827010944,eSIM Virtuelle,True,True,2023,2024-07-08
EQP-01617,CLI-01617,Apple,iPhone 15 Pro 5G,358102539957065,208102194365322,893310609828403911,Nano-SIM Physique,True,True,2023,2023-01-21
EQP-01618,CLI-01618,Google,Pixel 8 Pro 5G,352893026229314,208106366783804,893310959445057386,eSIM Virtuelle,True,True,2025,2024-05-05
EQP-01619,CLI-01619,Samsung,Galaxy S24 Ultra 5G,351271291720847,208102836839017,893310192748723389,Nano-SIM Physique,True,True,2023,2023-04-22
EQP-01620,CLI-01620,Apple,iPhone 14 5G,354412450147184,208106183644940,893310376421919760,Nano-SIM Physique,True,False,2024,2023-07-11
EQP-01621,CLI-01621,Samsung,Galaxy S24 Ultra 5G,356571043768548,208101515697885,893310677569182782,Nano-SIM Physique,True,True,2023,2023-04-19
EQP-01622,CLI-01622,Google,Pixel 8 Pro 5G,356852929827630,208107963389446,893310766391283193,eSIM Virtuelle,True,True,2025,2023-06-18
EQP-01623,CLI-01623,Cisco,Routeur 5G Pro Industrial,356623795504889,208101231238130,893310744390574721,eSIM Virtuelle,True,True,2025,2024-08-04
EQP-01624,CLI-01624,Google,Pixel 8 Pro 5G,358321426185216,208102962698512,893310249719239201,Nano-SIM Physique,True,True,2024,2024-05-26
EQP-01625,CLI-01625,Cisco,Routeur 5G Pro Industrial,351378724510015,208107549863703,893310919802086674,eSIM Virtuelle,True,True,2023,2024-02-12
EQP-01626,CLI-01626,Samsung,Galaxy S24 Ultra 5G,359048622449953,208101095238230,893310463348142225,Nano-SIM Physique,True,True,2023,2024-01-16
