id_client,nom_client,email_contact,telephone_contact,type_client,siret_entreprise,id_forfait_actuel,nom_forfait_actuel,statut_contrat,score_nps_satisfaction,date_souscription,arpu_mensuel_actuel_eur,arpu_potentiel_5g_max_eur,gain_arpu_potentiel_eur,consommation_donnees_mensuelle_gb,quota_donnees_mensuel_gb,taux_utilisation_quota_mars_pct,frais_hors_forfait_eur,commune,code_departement,nom_region,nb_micro_coupures_reseau_30j,score_risque_churn_pct,score_propension_upsell_5g_pct
CLI-00400,TotalEnergies IT #400,contact.400@company-b2b.fr,+33639144936,B2B_PROFESSIONNEL,45062734795,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,7,2024-07-11,59.99,74.99,15.0,142.7,150.0,95.1,21.39,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,0,15.0,95.0
CLI-00401,OVHcloud #401,contact.401@company-b2b.fr,+33689025117,B2B_PROFESSIONNEL,45056093107,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,8,2023-05-10,59.99,74.99,15.0,161.4,150.0,107.6,71.72,Lille,59 - Nord,Hauts-de-France,9,71.0,95.0
CLI-00402,Airbus Cyber #402,contact.402@company-b2b.fr,+33663114566,B2B_PROFESSIONNEL,45015174762,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,6,2023-11-18,59.99,74.99,15.0,141.3,150.0,94.2,43.06,Nantes,44 - Loire-Atlantique,Pays de la Loire,3,27.0,95.0
CLI-00403,Capgemini Engineering #403,contact.403@company-b2b.fr,+33697300264,B2B_PROFESSIONNEL,45034149451,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,6,2023-10-13,59.99,74.99,15.0,139.9,150.0,93.3,19.11,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,2,23.0,95.0
CLI-00404,Sanofi Pharma #404,contact.404@company-b2b.fr,+33638536629,B2B_PROFESSIONNEL,45074547676,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,6,2024-08-11,59.99,74.99,15.0,141.4,150.0,94.3,29.63,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,6,39.0,95.0
CLI-00405,TotalEnergies IT #405,contact.405@company-b2b.fr,+33660610420,B2B_PROFESSIONNEL,45055738458,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,8,2024-02-05,59.99,74.99,15.0,143.8,150.0,95.9,37.36,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,2,23.0,95.0
CLI-00406,Capgemini Engineering #406,contact.406@company-b2b.fr,+33654190130,B2B_PROFESSIONNEL,45085133763,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,10,2023-03-03,59.99,74.99,15.0,153.4,150.0,102.3,70.91,Toulouse,31 - Haute-Garonne,Occitanie,0,35.0,95.0
CLI-00407,Thales Optronics #407,contact.407@company-b2b.fr,+33638519691,B2B_PROFESSIONNEL,45094936078,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,10,2023-01-21,59.99,74.99,15.0,125.1,150.0,83.4,62.42,Montpellier,34 - Hérault,Occitanie,3,27.0,95.0
CLI-00408,Dassault Systems #408,contact.408@company-b2b.fr,+33618834114,B2B_PROFESSIONNEL,45081422045,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,8,2023-04-08,59.99,74.99,15.0,147.3,150.0,98.2,78.56,Strasbourg,67 - Bas-Rhin,Grand Est,2,23.0,95.0
CLI-00409,OVHcloud #409,contact.409@company-b2b.fr,+33677421325,B2B_PROFESSIONNEL,45030837260,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,8,2024-03-01,59.99,74.99,15.0,186.3,150.0,124.2,39.03,Rennes,35 - Ille-et-Vilaine,Bretagne,1,39.0,95.0
CLI-00410,Dassault Systems #410,contact.410@company-b2b.fr,+33642985327,B2B_PROFESSIONNEL,45070566617,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,6,2023-04-16,59.99,74.99,15.0,145.8,150.0,97.2,80.98,Lille,59 - Nord,Hauts-de-France,18,87.0,95.0
CLI-00411,Sanofi Pharma #411,contact.411@company-b2b.fr,+33652446688,B2B_PROFESSIONNEL,45057255940,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,10,2024-08-06,59.99,74.99,15.0,129.4,150.0,86.3,66.31,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,3,27.0,95.0
CLI-00412,Atos Worldline #412,contact.412@company-b2b.fr,+33659570388,B2B_PROFESSIONNEL,45029713900,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,6,2024-06-21,59.99,74.99,15.0,182.1,150.0,121.4,65.6,Lille,59 - Nord,Hauts-de-France,3,47.0,95.0
CLI-00413,Sanofi Pharma #413,contact.413@company-b2b.fr,+33634704105,B2B_PROFESSIONNEL,45034578884,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,10,2023-04-29,59.99,74.99,15.0,179.1,150.0,119.4,92.77,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,3,47.0,95.0
CLI-00414,Michelin Digital #414,contact.414@company-b2b.fr,+33658032001,B2B_PROFESSIONNEL,45091696130,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,7,2023-10-06,59.99,74.99,15.0,129.0,150.0,86.0,59.03,Paris,75 - Paris,Île-de-France,23,98.5,95.0
CLI-00415,Atos Worldline #415,contact.415@company-b2b.fr,+33633616870,B2B_PROFESSIONNEL,45085484330,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,9,2024-06-28,59.99,74.99,15.0,134.2,150.0,89.5,20.91,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,16,79.0,95.0
CLI-00416,Airbus Cyber #416,contact.416@company-b2b.fr,+33685200138,B2B_PROFESSIONNEL,45016635096,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,6,2024-03-31,59.99,74.99,15.0,139.9,150.0,93.3,33.69,Lille,59 - Nord,Hauts-de-France,2,23.0,95.0
CLI-00417,TotalEnergies IT #417,contact.417@company-b2b.fr,+33620177274,B2B_PROFESSIONNEL,45012660683,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,9,2024-02-08,59.99,74.99,15.0,169.3,150.0,112.9,72.89,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,1,39.0,95.0
CLI-00418,TotalEnergies IT #418,contact.418@company-b2b.fr,+33682265915,B2B_PROFESSIONNEL,45079641516,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,10,2024-01-13,59.99,74.99,15.0,153.0,150.0,102.0,78.75,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,3,47.0,95.0
CLI-00419,Stellantis R&D #419,contact.419@company-b2b.fr,+33687910876,B2B_PROFESSIONNEL,45072335877,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,6,2023-03-17,59.99,74.99,15.0,150.0,150.0,100.0,51.03,Strasbourg,67 - Bas-Rhin,Grand Est,1,19.0,95.0
CLI-00420,Thales Optronics #420,contact.420@company-b2b.fr,+33643733519,B2B_PROFESSIONNEL,45013412323,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,7,2023-03-11,59.99,74.99,15.0,164.1,150.0,109.4,59.5,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,0,35.0,95.0
CLI-00421,Airbus Cyber #421,contact.421@company-b2b.fr,+33681052053,B2B_PROFESSIONNEL,45063909098,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,7,2024-04-20,59.99,74.99,15.0,138.0,150.0,92.0,78.83,Paris,75 - Paris,Île-de-France,0,15.0,95.0
CLI-00422,TotalEnergies IT #422,contact.422@company-b2b.fr,+33664713570,B2B_PROFESSIONNEL,45048373742,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,7,2023-12-10,59.99,74.99,15.0,187.3,150.0,124.9,54.1,Toulouse,31 - Haute-Garonne,Occitanie,2,43.0,95.0
CLI-00423,Airbus Cyber #423,contact.423@company-b2b.fr,+33620559240,B2B_PROFESSIONNEL,45050505820,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,10,2023-06-05,59.99,74.99,15.0,186.0,150.0,124.0,79.87,Montpellier,34 - Hérault,Occitanie,0,35.0,95.0
CLI-00424,TotalEnergies IT #424,contact.424@company-b2b.fr,+33643932300,B2B_PROFESSIONNEL,45046721929,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,7,2023-08-24,59.99,74.99,15.0,135.6,150.0,90.4,69.96,Strasbourg,67 - Bas-Rhin,Grand Est,3,27.0,95.0
CLI-00425,Thales Optronics #425,contact.425@company-b2b.fr,+33693104486,B2B_PROFESSIONNEL,45010368937,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,8,2023-04-06,59.99,74.99,15.0,151.8,150.0,101.2,92.83,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,1,39.0,95.0
CLI-00426,Capgemini Engineering #426,contact.426@company-b2b.fr,+33697319320,B2B_PROFESSIONNEL,45068604930,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,6,2023-01-23,59.99,74.99,15.0,127.0,150.0,84.7,77.16,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,0,15.0,95.0
CLI-00427,Michelin Digital #427,contact.427@company-b2b.fr,+33667290468,B2B_PROFESSIONNEL,45095986559,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,7,2023-04-22,59.99,74.99,15.0,137.1,150.0,91.4,53.82,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,2,23.0,95.0
CLI-00428,Thales Optronics #428,contact.428@company-b2b.fr,+33699269949,B2B_PROFESSIONNEL,45074537745,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,7,2023-05-15,59.99,74.99,15.0,144.9,150.0,96.6,25.65,Lille,59 - Nord,Hauts-de-France,2,23.0,95.0
CLI-00429,Michelin Digital #429,contact.429@company-b2b.fr,+33684303450,B2B_PROFESSIONNEL,45091197027,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,8,2023-04-20,59.99,74.99,15.0,140.1,150.0,93.4,51.64,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,7,43.0,95.0
CLI-00430,Sanofi Pharma #430,contact.430@company-b2b.fr,+33618576467,B2B_PROFESSIONNEL,45067241719,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,10,2024-01-11,59.99,74.99,15.0,146.8,150.0,97.9,86.55,Montpellier,34 - Hérault,Occitanie,1,19.0,95.0
CLI-00431,Thales Optronics #431,contact.431@company-b2b.fr,+33641823581,B2B_PROFESSIONNEL,45011441475,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,9,2023-08-09,59.99,74.99,15.0,171.4,150.0,114.3,62.6,Montpellier,34 - Hérault,Occitanie,13,87.0,95.0
CLI-00432,OVHcloud #432,contact.432@company-b2b.fr,+33632477630,B2B_PROFESSIONNEL,45018230740,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,7,2023-11-29,59.99,74.99,15.0,152.7,150.0,101.8,76.79,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,0,35.0,95.0
CLI-00433,Airbus Cyber #433,contact.433@company-b2b.fr,+33686876474,B2B_PROFESSIONNEL,45029707903,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,10,2023-05-08,59.99,74.99,15.0,184.8,150.0,123.2,69.43,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,0,35.0,95.0
CLI-00434,Atos Worldline #434,contact.434@company-b2b.fr,+33620118165,B2B_PROFESSIONNEL,45069421767,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,9,2024-07-10,59.99,74.99,15.0,126.3,150.0,84.2,23.67,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,12,63.0,95.0
CLI-00435,Airbus Cyber #435,contact.435@company-b2b.fr,+33618881918,B2B_PROFESSIONNEL,45082279001,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,9,2024-08-23,59.99,74.99,15.0,166.3,150.0,110.9,90.26,Rennes,35 - Ille-et-Vilaine,Bretagne,0,35.0,95.0
CLI-00436,Atos Worldline #436,contact.436@company-b2b.fr,+33617036191,B2B_PROFESSIONNEL,45012365950,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,6,2024-05-23,59.99,74.99,15.0,143.4,150.0,95.6,26.73,Nantes,44 - Loire-Atlantique,Pays de la Loire,16,79.0,95.0
CLI-00437,Michelin Digital #437,contact.437@company-b2b.fr,+33652756070,B2B_PROFESSIONNEL,45092111535,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,10,2023-01-13,59.99,74.99,15.0,157.5,150.0,105.0,47.74,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,1,39.0,95.0
CLI-00438,Capgemini Engineering #438,contact.438@company-b2b.fr,+33677194373,B2B_PROFESSIONNEL,45088582511,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,10,2024-03-14,59.99,74.99,15.0,166.3,150.0,110.9,22.6,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,10,75.0,95.0
CLI-00439,Airbus Cyber #439,contact.439@company-b2b.fr,+33688872350,B2B_PROFESSIONNEL,45088180793,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,9,2024-04-26,59.99,74.99,15.0,186.9,150.0,124.6,61.68,Toulouse,31 - Haute-Garonne,Occitanie,2,43.0,95.0
CLI-00440,OVHcloud #440,contact.440@company-b2b.fr,+33618537791,B2B_PROFESSIONNEL,45035910388,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,8,2023-01-07,59.99,74.99,15.0,148.7,150.0,99.1,46.03,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,13,67.0,95.0
CLI-00441,TotalEnergies IT #441,contact.441@company-b2b.fr,+33622660600,B2B_PROFESSIONNEL,45076606547,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,8,2023-08-31,59.99,74.99,15.0,158.6,150.0,105.7,46.59,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,18,98.5,95.0
CLI-00442,Atos Worldline #442,contact.442@company-b2b.fr,+33622236694,B2B_PROFESSIONNEL,45053809046,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,8,2024-04-27,59.99,74.99,15.0,151.3,150.0,100.9,68.13,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,1,39.0,95.0
CLI-00443,Stellantis R&D #443,contact.443@company-b2b.fr,+33621617852,B2B_PROFESSIONNEL,45059415276,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,10,2024-05-30,59.99,74.99,15.0,173.6,150.0,115.7,61.14,Toulouse,31 - Haute-Garonne,Occitanie,2,43.0,95.0
CLI-00444,Michelin Digital #444,contact.444@company-b2b.fr,+33672201673,B2B_PROFESSIONNEL,45014269734,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,9,2024-05-28,59.99,74.99,15.0,185.4,150.0,123.6,22.99,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,17,98.5,95.0
CLI-00445,Airbus Cyber #445,contact.445@company-b2b.fr,+33699255436,B2B_PROFESSIONNEL,45016126126,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,9,2023-09-01,59.99,74.99,15.0,166.8,150.0,111.2,42.84,Nantes,44 - Loire-Atlantique,Pays de la Loire,1,39.0,95.0
CLI-00446,Capgemini Engineering #446,contact.446@company-b2b.fr,+33649577513,B2B_PROFESSIONNEL,45024712924,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,6,2023-04-14,59.99,74.99,15.0,187.5,150.0,125.0,21.99,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,0,35.0,95.0
CLI-00447,Sanofi Pharma #447,contact.447@company-b2b.fr,+33621163054,B2B_PROFESSIONNEL,45054365205,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,9,2024-05-17,59.99,74.99,15.0,180.3,150.0,120.2,73.46,Nantes,44 - Loire-Atlantique,Pays de la Loire,2,43.0,95.0
CLI-00448,Dassault Systems #448,contact.448@company-b2b.fr,+33664998126,B2B_PROFESSIONNEL,45024489329,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,10,2023-06-20,59.99,74.99,15.0,166.3,150.0,110.9,60.16,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,1,39.0,95.0
CLI-00449,TotalEnergies IT #449,contact.449@company-b2b.fr,+33692732270,B2B_PROFESSIONNEL,45020629631,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,8,2023-01-14,59.99,74.99,15.0,175.5,150.0,117.0,32.47,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,13,87.0,95.0
CLI-00450,Michelin Digital #450,contact.450@company-b2b.fr,+33679035242,B2B_PROFESSIONNEL,45052277108,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,9,2023-06-06,59.99,74.99,15.0,139.5,150.0,93.0,93.67,Strasbourg,67 - Bas-Rhin,Grand Est,0,15.0,95.0
CLI-00451,Michelin Digital #451,contact.451@company-b2b.fr,+33617558081,B2B_PROFESSIONNEL,45063180152,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,10,2023-09-27,59.99,74.99,15.0,161.7,150.0,107.8,49.2,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,8,67.0,95.0
CLI-00452,OVHcloud #452,contact.452@company-b2b.fr,+33691475403,B2B_PROFESSIONNEL,45094684870,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,9,2023-04-19,59.99,74.99,15.0,130.9,150.0,87.3,35.95,Paris,75 - Paris,Île-de-France,2,23.0,95.0
CLI-00453,Atos Worldline #453,contact.453@company-b2b.fr,+33618543639,B2B_PROFESSIONNEL,45023550342,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,7,2024-06-23,59.99,74.99,15.0,179.8,150.0,119.9,25.9,Montpellier,34 - Hérault,Occitanie,16,98.5,95.0
CLI-00454,Capgemini Engineering #454,contact.454@company-b2b.fr,+33627602399,B2B_PROFESSIONNEL,45068108715,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,6,2024-07-03,59.99,74.99,15.0,133.8,150.0,89.2,83.19,Toulouse,31 - Haute-Garonne,Occitanie,2,23.0,95.0
CLI-00455,Stellantis R&D #455,contact.455@company-b2b.fr,+33688478803,B2B_PROFESSIONNEL,45057404827,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,7,2023-11-29,59.99,74.99,15.0,149.6,150.0,99.7,44.74,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,3,27.0,95.0
CLI-00456,Dassault Systems #456,contact.456@company-b2b.fr,+33698675439,B2B_PROFESSIONNEL,45015260029,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,7,2023-06-30,59.99,74.99,15.0,159.2,150.0,106.1,41.52,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,1,39.0,95.0
CLI-00457,Airbus Cyber #457,contact.457@company-b2b.fr,+33682922456,B2B_PROFESSIONNEL,45081216695,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,6,2024-05-29,59.99,74.99,15.0,143.7,150.0,95.8,68.95,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,0,15.0,95.0
CLI-00458,Atos Worldline #458,contact.458@company-b2b.fr,+33657783641,B2B_PROFESSIONNEL,45093863521,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,9,2023-01-14,59.99,74.99,15.0,162.6,150.0,108.4,93.88,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,18,98.5,95.0
CLI-00459,Dassault Systems #459,contact.459@company-b2b.fr,+33645277910,B2B_PROFESSIONNEL,45041608800,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,6,2024-04-13,59.99,74.99,15.0,140.2,150.0,93.5,84.47,Montpellier,34 - Hérault,Occitanie,0,15.0,95.0
CLI-00460,TotalEnergies IT #460,contact.460@company-b2b.fr,+33679304530,B2B_PROFESSIONNEL,45098339049,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,10,2023-12-21,59.99,74.99,15.0,138.9,150.0,92.6,78.79,Toulouse,31 - Haute-Garonne,Occitanie,0,15.0,95.0
CLI-00461,OVHcloud #461,contact.461@company-b2b.fr,+33692909604,B2B_PROFESSIONNEL,45044038224,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,10,2023-12-12,59.99,74.99,15.0,142.8,150.0,95.2,70.65,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,2,23.0,95.0
CLI-00462,Thales Optronics #462,contact.462@company-b2b.fr,+33633476371,B2B_PROFESSIONNEL,45015606312,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,10,2023-03-12,59.99,74.99,15.0,126.5,150.0,84.3,69.75,Strasbourg,67 - Bas-Rhin,Grand Est,0,15.0,95.0
CLI-00463,Sanofi Pharma #463,contact.463@company-b2b.fr,+33679911013,B2B_PROFESSIONNEL,45099474154,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,10,2024-03-06,59.99,74.99,15.0,168.8,150.0,112.5,82.12,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,0,35.0,95.0
CLI-00464,Michelin Digital #464,contact.464@company-b2b.fr,+33652296206,B2B_PROFESSIONNEL,45075391664,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,9,2023-03-28,59.99,74.99,15.0,130.9,150.0,87.3,35.83,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,2,23.0,95.0
CLI-00465,Sanofi Pharma #465,contact.465@company-b2b.fr,+33612554228,B2B_PROFESSIONNEL,45066053775,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,10,2024-08-17,59.99,74.99,15.0,132.4,150.0,88.3,84.75,Strasbourg,67 - Bas-Rhin,Grand Est,0,15.0,95.0
CLI-00466,Atos Worldline #466,contact.466@company-b2b.fr,+33667853221,B2B_PROFESSIONNEL,45062743358,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,6,2023-07-14,59.99,74.99,15.0,125.2,150.0,83.5,29.54,Lille,59 - Nord,Hauts-de-France,3,27.0,95.0
CLI-00467,OVHcloud #467,contact.467@company-b2b.fr,+33672355749,B2B_PROFESSIONNEL,45053330540,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,9,2024-05-20,59.99,74.99,15.0,158.4,150.0,105.6,80.81,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,10,75.0,95.0
CLI-00468,Sanofi Pharma #468,contact.468@company-b2b.fr,+33698054945,B2B_PROFESSIONNEL,45046493947,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,6,2023-06-30,59.99,74.99,15.0,125.7,150.0,83.8,62.42,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,1,19.0,95.0
CLI-00469,Stellantis R&D #469,contact.469@company-b2b.fr,+33663077534,B2B_PROFESSIONNEL,45021827881,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,7,2023-05-29,59.99,74.99,15.0,177.2,150.0,118.1,62.53,Toulouse,31 - Haute-Garonne,Occitanie,23,98.5,95.0
CLI-00470,Thales Optronics #470,contact.470@company-b2b.fr,+33639748864,B2B_PROFESSIONNEL,45061581759,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,9,2023-02-07,59.99,74.99,15.0,171.4,150.0,114.3,24.49,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,7,63.0,95.0
CLI-00471,Capgemini Engineering #471,contact.471@company-b2b.fr,+33643368591,B2B_PROFESSIONNEL,45036017518,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,6,2023-06-27,59.99,74.99,15.0,139.9,150.0,93.3,44.87,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,0,15.0,95.0
CLI-00472,TotalEnergies IT #472,contact.472@company-b2b.fr,+33653383179,B2B_PROFESSIONNEL,45061927487,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,7,2024-05-07,59.99,74.99,15.0,141.2,150.0,94.1,35.55,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,15,75.0,95.0
CLI-00473,Capgemini Engineering #473,contact.473@company-b2b.fr,+33619263998,B2B_PROFESSIONNEL,45046324551,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,8,2023-11-30,59.99,74.99,15.0,147.4,150.0,98.3,61.78,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,22,98.5,95.0
CLI-00474,Capgemini Engineering #474,contact.474@company-b2b.fr,+33636439864,B2B_PROFESSIONNEL,45056977751,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,9,2024-05-28,59.99,74.99,15.0,182.1,150.0,121.4,40.9,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,1,39.0,95.0
CLI-00475,Thales Optronics #475,contact.475@company-b2b.fr,+33678302311,B2B_PROFESSIONNEL,45082018587,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,6,2023-10-03,59.99,74.99,15.0,145.9,150.0,97.3,78.52,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,18,87.0,95.0
CLI-00476,Michelin Digital #476,contact.476@company-b2b.fr,+33657897943,B2B_PROFESSIONNEL,45092935822,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,6,2024-01-18,59.99,74.99,15.0,169.8,150.0,113.2,60.4,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,2,43.0,95.0
CLI-00477,Capgemini Engineering #477,contact.477@company-b2b.fr,+33672609900,B2B_PROFESSIONNEL,45062550735,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,9,2024-06-26,59.99,74.99,15.0,136.5,150.0,91.0,80.48,Rennes,35 - Ille-et-Vilaine,Bretagne,24,98.5,95.0
CLI-00478,Airbus Cyber #478,contact.478@company-b2b.fr,+33668111736,B2B_PROFESSIONNEL,45025839934,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,9,2023-05-25,59.99,74.99,15.0,175.5,150.0,117.0,28.01,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,3,47.0,95.0
CLI-00479,TotalEnergies IT #479,contact.479@company-b2b.fr,+33641857485,B2B_PROFESSIONNEL,45014203502,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,7,2023-08-26,59.99,74.99,15.0,152.4,150.0,101.6,54.35,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,0,35.0,95.0
CLI-00480,Atos Worldline #480,contact.480@company-b2b.fr,+33698232092,B2B_PROFESSIONNEL,45010073565,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,9,2023-04-03,59.99,74.99,15.0,129.2,150.0,86.1,33.63,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,3,27.0,95.0
CLI-00481,Dassault Systems #481,contact.481@company-b2b.fr,+33611543098,B2B_PROFESSIONNEL,45029397450,FORF-4G-PRO,Forfait 4G Pro 150 Go,ACTIF,9,2024-01-19,59.99,74.99,15.0,157.9,150.0,105.3,54.56,Paris,75 - Paris,Île-de-France,2,43.0,95.0
